1	142	4	875072303
1	70	3	875072370
1	153	3	875072370
1	17	4	875072404
1	84	4	875072404
1	51	5	875072404
1	117	4	875072404
1	20	3	875072442
1	172	5	875072442
1	7	1	875072484
1	75	5	875072484
1	40	5	875072520
1	155	4	875072520
1	141	4	875072547
1	85	3	875072547
1	150	5	875072547
1	164	4	875072547
1	154	3	875072573
1	158	4	875072631
1	125	1	875072631
1	174	5	875072688
1	55	4	875072688
1	82	5	875072716
1	46	4	875072716
1	66	4	875072865
1	68	5	875072865
1	18	4	875072895
1	181	4	875072895
1	57	3	875072895
1	169	5	875072956
1	163	5	875072956
1	157	4	875072956
1	80	2	875072956
1	177	5	875073067
1	127	2	875073067
1	116	4	875073067
1	83	3	875073128
1	161	3	875073128
1	159	4	875073128
1	71	3	875073180
1	140	3	875073180
1	30	2	875073180
1	126	4	875073180
1	14	3	875073198
1	91	2	875240739
1	130	2	875240799
1	94	5	875240920
1	129	3	875240993
1	92	4	875241390
1	187	3	875241390
1	105	3	875241498
1	93	4	875241619
1	211	1	875241619
1	90	1	875241619
1	104	1	875241637
1	219	1	875692979
1	221	1	875692992
1	223	1	875693007
1	9	3	875693118
1	132	5	876892196
1	200	4	876892355
1	58	3	876892425
1	78	3	876892425
1	36	5	876892425
1	151	5	876892468
1	77	5	876892636
1	165	4	876892654
1	184	5	876892701
1	166	4	876892743
1	60	3	876892774
1	35	2	876892818
1	115	4	876892818
1	167	5	876892855
1	185	3	876892856
1	182	2	876892896
1	190	5	876892918
1	138	4	876892918
1	194	4	876892946
1	21	2	876892946
1	67	4	876893008
1	197	1	876893031
1	54	3	876893054
1	171	3	876893098
1	103	5	876893098
1	4	3	876893119
1	183	3	876893145
1	2	3	876893171
1	144	3	876893171
1	64	4	876893205
1	176	4	876893205
1	44	3	876893206
1	118	3	876893206
1	38	4	876893230
1	34	3	876893230
1	134	3	876893230
1	227	5	877482427
1	215	1	878541392
1	149	5	878541803
1	195	4	878542075
1	136	2	878542201
1	173	4	878542231
1	49	3	878542282
1	76	4	878542300
1	186	1	878542327
1	147	2	878542383
1	196	4	878542420
1	29	1	878542420
1	143	4	878542420
1	98	1	878542441
1	225	4	878542441
1	47	5	878542459
